BANCO DE DADOS AGROCLIMATOLÓGICO;;;;;;;;;;;;;;;;;;
;Estação (localidade):;;;Aimores;;;;;;;;;;;;;;
Lat.:;Lat.:;-19,494872;;;Long.:;-41,077647;;;;Altitude: ;;79,93;;m;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Data;Tx;Tn;Tmed;UR;Prec;Evap;Eto;Insolação;Txm;Tnm;Tmed-med;URmed;PrecSOM;Evapmed;Etomed;Insolaçãomed;Tx Abs;Tn Abs
07/02/1999;35,2;23,6;28,96;55;0;6,4;;6;;;;;;;;;;
08/02/1999;39;22,3;30,26;49,5;0;5,1;;10,3;;;;;;;;;;
09/02/1999;39,4;24,4;30,84;52,25;0;7;;10,8;;;;;;;;;;
10/02/1999;39,8;24,2;31,56;51,5;0;6,5;;11,4;;;;;;;;;;
11/02/1999;41;25;32,2;53,75;0;7;;10,5;;;;;;;;;;
12/02/1999;36,4;23;28,48;62;3,8;6;;8,3;;;;;;;;;;
13/02/1999;34,6;24;29,24;64,75;0;4,2;;3,2;;;;;;;;;;
14/02/1999;38,4;23;30,28;58,75;0;3,8;;11,3;;;;;;;;;;
15/02/1999;37,8;23;29,4;57;0;5,7;;10,6;;;;;;;;;;
16/02/1999;37,8;23,4;29,48;58,25;0;5,1;;11,3;;;;;;;;;;
17/02/1999;38;25,2;30,64;52;0;5,7;;10,7;;;;;;;;;;
18/02/1999;35,8;23;28,88;53,5;0;5,5;;8,3;;;;;;;;;;
19/02/1999;37,6;23,6;29,56;52,75;0;6,2;;10,6;;;;;;;;;;
20/02/1999;34,8;24;28,76;59;0;5,8;;5,6;;;;;;;;;;
21/02/1999;36,2;22,6;28,48;64,25;0;4;;9,8;;;;;;;;;;
22/02/1999;37;22,1;28,3;59,75;0;4,6;;10,3;;;;;;;;;;
23/02/1999;37,8;24;29,56;55,75;0;6;;9,1;;;;;;;;;;
24/02/1999;36;25;28,4;66;0;5,6;;5,6;;;;;;;;;;
25/02/1999;32;24;26,84;76,5;3;4,6;;2,8;;;;;;;;;;
26/02/1999;32,2;23;26,84;82,25;21,4;2,3;;5,9;;;;;;;;;;
27/02/1999;35,2;23;29,04;60,5;0,4;2;;10,5;;;;;;;;;;
28/02/1999;36,2;23;28,88;64;0;4,3;;10,4;36,81428571;23,56428571;29,36857143;58,41964286;28,6;5,253571429;;9,1;41,0;22,1
01/03/1999;34;23,5;27,7;75;0;4,5;;4,7;;;;;;;;;;
02/03/1999;30,2;23,2;25,36;86,5;0,4;3,1;;0,3;;;;;;;;;;
03/03/1999;31,4;23;25,88;85,75;14,6;1,4;;3,9;;;;;;;;;;
04/03/1999;34,2;22,6;27,04;75,5;32,5;2,4;;7,9;;;;;;;;;;
05/03/1999;33,4;24,4;27,16;83,75;0,6;3;;5,1;;;;;;;;;;
06/03/1999;30,4;23,6;25,46;89,25;14,4;2,5;;1,7;;;;;;;;;;
07/03/1999;33,4;23;27,38;71,75;24;1;;7,1;;;;;;;;;;
08/03/1999;35,2;23;27,32;69,75;0;2;;10,9;;;;;;;;;;
09/03/1999;35,4;22;28,08;74,75;0;5,7;;10,9;;;;;;;;;;
10/03/1999;34,8;24;27,76;80;0;3,5;;6,8;;;;;;;;;;
11/03/1999;35,4;22,4;28,04;71,25;0;2,7;;5,8;;;;;;;;;;
12/03/1999;34,6;22,2;28,16;72;0,2;2,4;;10;;;;;;;;;;
13/03/1999;34,2;23;26,44;80,25;0,8;3,2;;4;;;;;;;;;;
14/03/1999;32,2;22;25,76;77,5;39,4;1,7;;5,1;;;;;;;;;;
15/03/1999;31,8;20,4;25,48;77,5;10,8;2;;8,7;;;;;;;;;;
16/03/1999;32,2;23;26,68;73,25;0;2,3;;9;;;;;;;;;;
17/03/1999;34;21;25,32;77,5;0;2,7;;9,1;;;;;;;;;;
18/03/1999;32,4;20;25,48;78,75;0,6;2,5;;9,8;;;;;;;;;;
19/03/1999;33;20;25,04;80,5;5;2;;8,8;;;;;;;;;;
20/03/1999;32,4;21;26,6;70;0,8;2;;10,2;;;;;;;;;;
21/03/1999;34,4;22;27,04;72,25;0;3;;10,5;;;;;;;;;;
22/03/1999;34,2;22;27,76;67,75;0;3;;11,3;;;;;;;;;;
23/03/1999;34,6;23,8;28,56;63,5;0;3,3;;10,6;;;;;;;;;;
24/03/1999;33,4;22,2;26,36;65;0;3,2;;10,3;;;;;;;;;;
25/03/1999;34,6;20;26,72;68,25;0;3;;9,3;;;;;;;;;;
26/03/1999;35,4;21,6;28,4;66,5;0;2,5;;8,6;;;;;;;;;;
27/03/1999;35,4;25,2;29,96;65,75;0;6;;10,6;;;;;;;;;;
28/03/1999;36,8;24,6;30;60,5;0;1,2;;11,2;;;;;;;;;;
29/03/1999;36,4;23;28,8;68,75;0;3,5;;11,2;;;;;;;;;;
30/03/1999;36,6;24,8;29,88;66;0;3,3;;11,5;;;;;;;;;;
31/03/1999;34,8;23;27,96;61,75;0;4;;11,5;33,90967742;22,56451613;27,21225806;73,43548387;144,1;2,858064516;;8,270967742;36,8;20,0
01/04/1999;34,2;21,2;27,36;65,25;0;4;;11,4;;;;;;;;;;
02/04/1999;34,4;22,2;27,76;60,75;0;3,5;;10,3;;;;;;;;;;
03/04/1999;35,6;21;28,12;70,25;0;1,1;;11,2;;;;;;;;;;
04/04/1999;35,8;23,8;28,72;66;0;3,9;;8,5;;;;;;;;;;
05/04/1999;35,3;23;28,26;65;0;3,7;;10,9;;;;;;;;;;
06/04/1999;34,8;23,2;28,08;66,75;1,8;3,4;;7,1;;;;;;;;;;
07/04/1999;34,6;23;27,72;63,25;0;3,5;;8,6;;;;;;;;;;
08/04/1999;35,4;22,2;28,52;66,75;0;4,1;;10,8;;;;;;;;;;
09/04/1999;34,4;22,2;26,52;77;3,6;3,4;;10;;;;;;;;;;
10/04/1999;30,8;22,8;25,76;63;0;3,2;;2,4;;;;;;;;;;
11/04/1999;31,8;17,8;24,72;59,75;0;2,8;;7,4;;;;;;;;;;
12/04/1999;29,1;22;24,46;71,25;0;4;;2,4;;;;;;;;;;
13/04/1999;32;20;24,36;71,25;0;3,8;;5,7;;;;;;;;;;
14/04/1999;34,8;18,2;26,2;61,5;0;4,2;;10,1;;;;;;;;;;
15/04/1999;35,6;22,1;28,22;63,25;0;4,7;;10,3;;;;;;;;;;
16/04/1999;35;22,3;27,66;65,5;0;5;;9,9;;;;;;;;;;
17/04/1999;36,2;25;27,8;76;0;4,1;;7,5;;;;;;;;;;
18/04/1999;27,5;22,3;24,28;82,5;45,4;2,6;;0;;;;;;;;;;
19/04/1999;30,6;22,4;25,68;75;0;1,4;;4,3;;;;;;;;;;
20/04/1999;33,8;23,2;27,24;71,75;0;4,5;;7;;;;;;;;;;
21/04/1999;33,6;23,8;27,12;72,75;0;0,7;;8,2;;;;;;;;;;
22/04/1999;33,4;21,2;26,12;72,25;0;2,8;;9,2;;;;;;;;;;
23/04/1999;30,4;21;24,88;72,25;0,2;3;;6,1;;;;;;;;;;
24/04/1999;30,8;17;23,6;67,75;0;2,5;;8,4;;;;;;;;;;
25/04/1999;31,4;18;24,28;71,25;0;2,5;;7,4;;;;;;;;;;
26/04/1999;31,8;21;24,96;61,25;0;4;;10,1;;;;;;;;;;
27/04/1999;32;17,3;24,1;63;0;3,8;;8,1;;;;;;;;;;
28/04/1999;27,9;21,8;24,46;61,5;0;4;;2,1;;;;;;;;;;
29/04/1999;31,2;19;24,12;65;0;3,2;;9,5;;;;;;;;;;
30/04/1999;29;20,4;24,08;76,75;0;3,2;;3,8;32,77333333;21,34666667;26,172;68,18333333;51;3,353333333;;7,623333333;36,2;17,0
01/05/1999;32,2;19,6;24,96;64,25;0;2,2;;7,7;;;;;;;;;;
02/05/1999;32,6;19;25,28;61,75;0;3,3;;9,5;;;;;;;;;;
03/05/1999;30,8;17,7;23,82;69;0;3,6;;4,8;;;;;;;;;;
04/05/1999;30,8;20;24,76;68,5;0;3,4;;3,4;;;;;;;;;;
05/05/1999;32,4;18,8;24,44;70,75;0;2,4;;5;;;;;;;;;;
06/05/1999;35,2;19;26;63,5;0;2,3;;9,5;;;;;;;;;;
07/05/1999;35;20,2;26,8;64,5;0;3,3;;7,4;;;;;;;;;;
08/05/1999;26,8;23;24,36;75,5;1,2;4;;0,5;;;;;;;;;;
09/05/1999;29;19,4;23,4;66,25;1,2;2;;1;;;;;;;;;;
10/05/1999;30,2;18;22,72;66,5;0;2,5;;5,1;;;;;;;;;;
11/05/1999;32,2;16;24;62,75;0;3;;8;;;;;;;;;;
12/05/1999;33;19,6;25,04;63,75;0;3,5;;8,7;;;;;;;;;;
13/05/1999;34,6;19,6;24,72;72,25;0;3;;8,7;;;;;;;;;;
14/05/1999;28,9;16,2;21,86;61;2,4;3;;7,7;;;;;;;;;;
15/05/1999;28,1;13,1;20,52;65;0;2,8;;6,8;;;;;;;;;;
16/05/1999;27,7;13,2;20,54;66,5;0;2,6;;4,6;;;;;;;;;;
17/05/1999;28,5;16;21,82;65,5;0;2,3;;6,2;;;;;;;;;;
18/05/1999;31,8;15,2;22,16;60,5;0;4,5;;9,2;;;;;;;;;;
19/05/1999;33,2;15,2;22,72;58,5;0;4;;9,6;;;;;;;;;;
20/05/1999;33,8;16;23,44;59;0;4;;9,4;;;;;;;;;;
21/05/1999;31,8;16;22,68;45,75;0;5,7;;9,9;;;;;;;;;;
22/05/1999;31;11,5;20,62;52,5;0;5,8;;9,9;;;;;;;;;;
23/05/1999;29,1;14;21,3;61;0;3,5;;9,1;;;;;;;;;;
24/05/1999;29,9;15;20,66;65,25;0;3;;9,2;;;;;;;;;;
25/05/1999;31,2;13,6;21,84;60,25;0;2,7;;9,3;;;;;;;;;;
26/05/1999;32;14,6;22,84;62,25;0;3,8;;9,3;;;;;;;;;;
27/05/1999;33;16;22,92;65;0;3,2;;9,1;;;;;;;;;;
28/05/1999;33,2;15,7;23,98;53,75;0;3;;9,4;;;;;;;;;;
29/05/1999;31;17;22,56;68;0;3,8;;4,5;;;;;;;;;;
30/05/1999;33,2;16,3;23,58;64;0;2,6;;7,8;;;;;;;;;;
31/05/1999;26,5;20,6;22,1;68,75;0;3;;2,4;31,2483871;16,93870968;23,17548387;63,60483871;4,8;3,283870968;;7,183870968;35,2;11,5
01/06/1999;27,5;16;21,18;68;0;2,4;;4,5;;;;;;;;;;
02/06/1999;32;19;23,8;65;0;2,8;;8,4;;;;;;;;;;
03/06/1999;30,6;17,8;22,8;66,25;0;3,4;;6,9;;;;;;;;;;
04/06/1999;32,2;15;23,24;57,5;0;2,6;;9,5;;;;;;;;;;
05/06/1999;31,2;18;22,48;63,75;0;3,2;;8,3;;;;;;;;;;
06/06/1999;31,8;15;22,6;60,25;0;2,5;;8,9;;;;;;;;;;
07/06/1999;30,2;19,4;23,2;69,25;0;4,6;;7,1;;;;;;;;;;
08/06/1999;27,9;18,9;22,08;86,25;0,2;3,2;;0,3;;;;;;;;;;
09/06/1999;26,3;18,6;21,22;86;6,6;1,4;;2,5;;;;;;;;;;
10/06/1999;27,9;15,8;21,34;72,5;0;1,3;;6,3;;;;;;;;;;
11/06/1999;29,1;16;20,94;75,5;0;2,7;;5,3;;;;;;;;;;
12/06/1999;29,7;17,4;22,18;73;0;2,8;;6,3;;;;;;;;;;
13/06/1999;29,7;18,8;22,78;68,25;0;3;;5,7;;;;;;;;;;
14/06/1999;28,7;20,2;23,14;68;0;3,5;;6,4;;;;;;;;;;
15/06/1999;31;18;23,56;61,5;0;3;;8;;;;;;;;;;
16/06/1999;30,8;18,4;23,32;66,25;0;3;;7,9;;;;;;;;;;
17/06/1999;32;16;22,4;61;0;3;;8,8;;;;;;;;;;
18/06/1999;32,2;17,8;23,72;67,75;0;2,5;;9,8;;;;;;;;;;
19/06/1999;31,4;17;22,56;67;0;3;;8,8;;;;;;;;;;
20/06/1999;31,4;16;23,64;63,5;0;3;;8,7;;;;;;;;;;
21/06/1999;33,2;21;25,6;64,25;0;3,2;;6,6;;;;;;;;;;
22/06/1999;33,2;20;24,84;68,75;0;2,8;;8,6;;;;;;;;;;
23/06/1999;31,2;18;23,52;69,25;0;3,4;;10,1;;;;;;;;;;
24/06/1999;31;21,2;24,76;68,25;0;3,1;;7,1;;;;;;;;;;
25/06/1999;32,8;21,6;25,44;61,5;0;2,9;;8,1;;;;;;;;;;
26/06/1999;31,6;18,8;23,88;63,75;0;3,1;;5,6;;;;;;;;;;
27/06/1999;28,7;15,3;21,84;63,75;0;3,3;;4,9;;;;;;;;;;
28/06/1999;31,6;16,2;23,16;65,5;0;2,7;;8,7;;;;;;;;;;
29/06/1999;33,6;19,6;24,76;60;0;4;;10;;;;;;;;;;
30/06/1999;34,4;18,8;24,84;64,75;0;3,5;;9,4;30,83;17,98666667;23,16066667;67,20833333;6,8;2,963333333;;7,25;34,4;15,0
01/07/1999;26,5;21;22,62;66,25;0;4,1;;0,6;;;;;;;;;;
02/07/1999;27,3;16,2;21,14;70;0;2,8;;4,4;;;;;;;;;;
03/07/1999;29,1;14,7;21,96;69,75;0;2,4;;6,9;;;;;;;;;;
04/07/1999;33,8;19,2;25,24;63,5;0;2,7;;10,1;;;;;;;;;;
05/07/1999;32,4;17,4;23,88;69,5;0;3,5;;9,7;;;;;;;;;;
06/07/1999;26,3;19;22,46;71,25;0;3,5;;1;;;;;;;;;;
07/07/1999;28,7;15,3;21,44;70,5;0;2,8;;6,8;;;;;;;;;;
08/07/1999;30,8;18,8;23,64;59;0;3;;9,9;;;;;;;;;;
09/07/1999;31;15,4;22,52;67,5;0;3,6;;9,7;;;;;;;;;;
10/07/1999;31,8;20,2;24,52;62,25;0;3,1;;6,9;;;;;;;;;;
11/07/1999;26,3;16,2;19,5;71;0;3,2;;1,7;;;;;;;;;;
12/07/1999;27,9;13,8;20,9;59,25;1;2,3;;5,8;;;;;;;;;;
13/07/1999;25,7;18,2;20,86;71;0,2;3,5;;5,2;;;;;;;;;;
14/07/1999;25,9;12,9;20,08;64,5;0;2,5;;0,9;;;;;;;;;;
15/07/1999;24,7;17,6;21,22;82;0;2,5;;0;;;;;;;;;;
16/07/1999;27,1;20;22,82;67,25;0,4;1,8;;0,2;;;;;;;;;;
17/07/1999;28,5;20;23,18;68,75;0;1,7;;2,6;;;;;;;;;;
18/07/1999;30,6;17,4;23,24;67,25;0;2,1;;3,4;;;;;;;;;;
19/07/1999;32;18;23,88;65;0;2,6;;7,4;;;;;;;;;;
20/07/1999;29,3;18;23,46;63;0;3,1;;5,9;;;;;;;;;;
21/07/1999;32,4;17;23,04;65,5;0;2,7;;9,4;;;;;;;;;;
22/07/1999;32;15,3;23,06;63;0;3,2;;9,7;;;;;;;;;;
23/07/1999;30,4;20;24;69,75;0;4;;7,3;;;;;;;;;;
24/07/1999;29,5;20,1;24,24;65,25;0;3,2;;5,3;;;;;;;;;;
25/07/1999;32,8;18,8;24,84;62,25;0;2,5;;9,7;;;;;;;;;;
26/07/1999;33,6;19;24,36;68,75;0;3,6;;9,2;;;;;;;;;;
27/07/1999;32,4;19;25,24;60,75;0;3,7;;9,6;;;;;;;;;;
28/07/1999;34;17,6;24,84;65,25;0;3;;9,7;;;;;;;;;;
29/07/1999;32;19,2;24,24;68;0;4;;9,8;;;;;;;;;;
30/07/1999;31,8;16,1;23,38;67,5;0;3,6;;9,1;;;;;;;;;;
31/07/1999;32,8;16,8;23,84;67;0;3,4;;8,5;29,98064516;17,68387097;23,02064516;66,82258065;1,6;3,022580645;;6,335483871;34,0;12,9
01/08/1999;30,6;16;22,2;62,25;0;4,3;;8,8;;;;;;;;;;
02/08/1999;31,8;14;21,44;69,75;0;3,7;;8;;;;;;;;;;
03/08/1999;29,2;16;21,92;58,5;0;3,8;;5,1;;;;;;;;;;
04/08/1999;31,6;15,6;22,36;67,5;0;2,8;;9,8;;;;;;;;;;
05/08/1999;27,8;19;21,84;68,75;0;2,4;;5,8;;;;;;;;;;
06/08/1999;28,1;12,3;20,28;71,75;0;3,8;;4,1;;;;;;;;;;
07/08/1999;28,7;13,6;20,7;68,5;0;2,5;;6,9;;;;;;;;;;
08/08/1999;31,6;14;23,2;60;0;2,7;;9,7;;;;;;;;;;
09/08/1999;29,9;17,5;22,44;71,5;0;4,6;;8;;;;;;;;;;
10/08/1999;32,2;16,8;23,28;63;0;3;;9,4;;;;;;;;;;
11/08/1999;32,6;16,2;22,96;62;0;3,7;;9,5;;;;;;;;;;
12/08/1999;32,6;15,6;22,88;53;0;4;;9,7;;;;;;;;;;
13/08/1999;33,8;14,2;23,92;56,25;0;3,8;;9,8;;;;;;;;;;
14/08/1999;34,6;18,4;24,64;65,5;0;4,4;;9,8;;;;;;;;;;
15/08/1999;27,1;19,8;22,06;57,75;0;4,8;;1,3;;;;;;;;;;
16/08/1999;20,7;15,2;17,1;73;0;3,4;;0;;;;;;;;;;
17/08/1999;23,7;15,3;19,4;57,5;0,3;2,1;;1,9;;;;;;;;;;
18/08/1999;26,1;15,2;19,86;69;1;2,5;;6,5;;;;;;;;;;
19/08/1999;30,3;13,3;21,16;60;0;2,7;;10;;;;;;;;;;
20/08/1999;26,3;17,8;19,98;84;0,3;3,7;;1,6;;;;;;;;;;
21/08/1999;27,5;15;21,02;68;0,6;1,6;;8,4;;;;;;;;;;
22/08/1999;26,7;14;20,54;57,5;0;3,2;;4,9;;;;;;;;;;
23/08/1999;30,8;14,1;21,54;55,25;0;3;;9,8;;;;;;;;;;
24/08/1999;30,4;13,3;21,54;59;0;3,9;;10,1;;;;;;;;;;
25/08/1999;31,6;16;22,68;63,25;0;4,4;;8,4;;;;;;;;;;
26/08/1999;30,6;15,4;22,56;61,5;0;5,2;;9,4;;;;;;;;;;
27/08/1999;33,6;16,2;24,4;54,5;0;4,3;;10,2;;;;;;;;;;
28/08/1999;33;18,7;25,1;52,5;0;5,8;;10,3;;;;;;;;;;
29/08/1999;34,6;18,6;25,72;52,5;0;5,2;;10,2;;;;;;;;;;
30/08/1999;34,6;20;25,72;63,5;0;6,5;;10,2;;;;;;;;;;
31/08/1999;31,4;18;24,28;65,5;0;6,5;;10,3;30,13225806;15,97096774;22,21677419;62,98387097;2,2;3,816129032;;7,674193548;34,6;12,3
01/09/1999;31,8;16,2;23,88;55;0;6;;10,4;;;;;;;;;;
02/09/1999;34,6;16;24,68;62,5;0;6;;10,4;;;;;;;;;;
03/09/1999;33,4;16;24,8;59,75;0;5,6;;10,7;;;;;;;;;;
04/09/1999;32,4;18,2;24,92;62,25;0;5,4;;8,6;;;;;;;;;;
05/09/1999;30,4;18,2;23,64;79;0;4,6;;6,6;;;;;;;;;;
06/09/1999;33,2;19;24,92;67,5;0,3;4;;8,2;;;;;;;;;;
07/09/1999;33,2;21,8;25,8;70,5;0;4;;7,1;;;;;;;;;;
08/09/1999;34,2;19;26,36;58,5;0;5;;11,2;;;;;;;;;;
09/09/1999;32,4;19,8;25,36;58,5;0;5,5;;5,9;;;;;;;;;;
10/09/1999;31,8;21,6;25,64;66;0,4;4,5;;6;;;;;;;;;;
11/09/1999;33;21;25,6;59,5;0;4,2;;10,3;;;;;;;;;;
12/09/1999;31,8;21,8;25,72;66,75;0;5;;3,8;;;;;;;;;;
13/09/1999;31;22,2;26,04;69;0;4;;3,5;;;;;;;;;;
14/09/1999;32,4;21,2;25,8;72,5;0;4;;5,2;;;;;;;;;;
15/09/1999;32,6;21,8;25,8;70,25;0,4;4;;5,9;;;;;;;;;;
16/09/1999;32,4;21;25,88;65;0;4,5;;5,8;;;;;;;;;;
17/09/1999;31,2;22;24,96;65,75;0;4;;2,4;;;;;;;;;;
18/09/1999;29,1;20;23,46;67;0;4;;2;;;;;;;;;;
19/09/1999;30,6;21;24,92;62,75;0;4;;4,2;;;;;;;;;;
20/09/1999;33,2;20,2;25,28;64,75;0;3,8;;8,7;;;;;;;;;;
21/09/1999;32;20,4;24,92;64,75;0;4,5;;6;;;;;;;;;;
22/09/1999;32,2;18,8;24,96;72,25;0;3,7;;5,9;;;;;;;;;;
23/09/1999;25,5;18,7;21,04;83,75;6,6;4;;0,7;;;;;;;;;;
24/09/1999;27,7;16,4;21,18;63;0;3;;10;;;;;;;;;;
25/09/1999;29,1;11,9;20,8;56;0;4,8;;10,9;;;;;;;;;;
26/09/1999;31,8;13,4;22,44;67;0;5,2;;10,9;;;;;;;;;;
27/09/1999;35,4;16;24,32;62,25;0;4,4;;11;;;;;;;;;;
28/09/1999;31,6;18,2;24,56;67,25;0;6;;8,6;;;;;;;;;;
29/09/1999;36,2;18,6;27,16;52,5;0;4;;11;;;;;;;;;;
30/09/1999;33,6;23;25,96;66;0;4,8;;6,5;31,99333333;19,11333333;24,69333333;65,25;7,7;4,55;;7,28;36,2;11,9
01/10/1999;33,2;21;26,8;64,5;0;4,2;;5,8;;;;;;;;;;
02/10/1999;39,8;22;30,68;47,5;0;3,6;;10,2;;;;;;;;;;
03/10/1999;32,4;23;25,76;70,75;0,8;8;;1,4;;;;;;;;;;
04/10/1999;25,5;19;20,98;79;0;4;;0;;;;;;;;;;
05/10/1999;25,1;18,8;21,26;67,25;2,3;2;;0;;;;;;;;;;
06/10/1999;27,1;18,6;21,54;66;0;3,5;;0,9;;;;;;;;;;
07/10/1999;27,1;19;21,86;63,75;0;3,5;;0,7;;;;;;;;;;
08/10/1999;31,6;14,2;23,36;55,75;0;3,7;;10,9;;;;;;;;;;
09/10/1999;36,2;19,8;27,48;56,75;0;4,7;;10,7;;;;;;;;;;
10/10/1999;29,9;23;24,9;64,75;0;6;;3,5;;;;;;;;;;
11/10/1999;29,7;20,4;23,42;67;0;4,3;;2,5;;;;;;;;;;
12/10/1999;30,2;19,6;23,08;68,25;0;4,7;;5;;;;;;;;;;
13/10/1999;29,3;20,2;23,02;73,5;0;4,5;;4,6;;;;;;;;;;
14/10/1999;32,2;19,8;24,68;61,25;0;3,5;;8,3;;;;;;;;;;
15/10/1999;34,2;17,4;25,04;57,75;0;5;;10,5;;;;;;;;;;
16/10/1999;36;19;27,4;61;0;5,5;;10,6;;;;;;;;;;
17/10/1999;37,4;22,8;28,64;64,5;0;5,5;;8,5;;;;;;;;;;
18/10/1999;32,6;24;26,8;69;0;5,5;;0,2;;;;;;;;;;
19/10/1999;26,5;22,2;23,82;88,25;11;4;;0;;;;;;;;;;
20/10/1999;31,2;20,2;25,04;73,25;11,9;1;;5,9;;;;;;;;;;
21/10/1999;33,4;21,6;27,08;62,5;0;3,4;;8,4;;;;;;;;;;
22/10/1999;32,2;22,4;25,52;84,75;5,7;3,8;;4,4;;;;;;;;;;
23/10/1999;31;20,8;24,16;76,25;42,3;2,2;;6,9;;;;;;;;;;
24/10/1999;31;16,8;23,16;66,75;0;2,8;;11,4;;;;;;;;;;
25/10/1999;26,6;19,6;22,24;71;0;4;;1,4;;;;;;;;;;
26/10/1999;25,5;19,8;21,42;79,25;0;3,4;;0;;;;;;;;;;
27/10/1999;25,5;19;21,3;87,5;1,2;2;;0;;;;;;;;;;
28/10/1999;28,1;18;22,58;79,25;0,8;1,1;;1,3;;;;;;;;;;
29/10/1999;30,4;19,4;24,32;68,5;0;3,4;;7,8;;;;;;;;;;
30/10/1999;30,6;21;24,36;74,25;1,4;3,1;;5,6;;;;;;;;;;
31/10/1999;29,5;19;22,7;75,25;0;4;;9,6;30,67741935;20,04516129;24,33548387;69,19354839;77,4;3,867741935;;5,064516129;39,8;14,2
01/11/1999;28,7;18,8;22,46;81,75;0,2;3;;5,9;;;;;;;;;;
02/11/1999;27,3;16;21,62;74,75;0;4;;4,9;;;;;;;;;;
03/11/1999;31,6;18,4;24,36;74,25;0;4;;11,4;;;;;;;;;;
04/11/1999;33,2;19,1;25,22;70;0;4,2;;9,2;;;;;;;;;;
05/11/1999;35;21,2;27,76;67,5;0;4,8;;6,8;;;;;;;;;;
06/11/1999;28,9;21;23,38;91,75;7,9;4,3;;0;;;;;;;;;;
07/11/1999;24,5;19,6;22,5;92;23,5;0,9;;0;;;;;;;;;;
08/11/1999;28,9;21,8;24,7;86,25;2,9;0,8;;0;;;;;;;;;;
09/11/1999;33,6;22;27,72;76,5;0;1,5;;5;;;;;;;;;;
10/11/1999;28,1;20,6;22,98;91;0,6;2,5;;0;;;;;;;;;;
11/11/1999;22,8;19;20,56;87,5;6,8;1;;0;;;;;;;;;;
12/11/1999;26,6;18,8;22,88;77,5;0;1,5;;1;;;;;;;;;;
13/11/1999;28,4;20,2;24,12;82;0,1;2;;1,1;;;;;;;;;;
14/11/1999;29,3;21,2;25,5;87,75;0,5;1,3;;0;;;;;;;;;;
15/11/1999;31,6;20;24,92;65,25;11,8;1,4;;8,7;;;;;;;;;;
16/11/1999;28,9;18,2;22,94;73,75;0;3,4;;3,8;;;;;;;;;;
17/11/1999;28,9;20;23,34;70;0;3;;5,5;;;;;;;;;;
18/11/1999;27,3;18,8;22,78;78,75;1,6;2,9;;2,9;;;;;;;;;;
19/11/1999;29,5;20,8;24,98;77,25;0;2,8;;5;;;;;;;;;;
20/11/1999;28,7;22;24,54;86;0;3,5;;0,1;;;;;;;;;;
21/11/1999;23,7;20;21,94;95;35,8;1,6;;0;;;;;;;;;;
22/11/1999;28,5;20,8;24,22;88;60,2;1;;0,6;;;;;;;;;;
23/11/1999;33;22,6;26,92;78,75;0;1,4;;6,8;;;;;;;;;;
24/11/1999;29,5;20,4;23,42;87,5;28,6;1;;2,7;;;;;;;;;;
25/11/1999;29,8;20;24,56;89,25;27,4;2,2;;4,1;;;;;;;;;;
26/11/1999;32,2;23;26;86;0;1,2;;3,3;;;;;;;;;;
27/11/1999;30,2;23;26,04;90,25;15,4;1,8;;1,2;;;;;;;;;;
28/11/1999;28,5;23;25,1;92,75;53,4;0,5;;1;;;;;;;;;;
29/11/1999;27,5;22,4;24,06;88,75;17,8;1,1;;1,8;;;;;;;;;;
30/11/1999;30,6;20,8;24,64;83,5;1,5;0,9;;4,1;29,17666667;20,45;24,20533333;82,375;296;2,183333333;;3,23;35,0;16,0
01/12/1999;29,3;21;23,54;85,25;2;2,1;;1,5;;;;;;;;;;
02/12/1999;31,6;20,2;25,36;69,25;0,2;1,5;;10,6;;;;;;;;;;
03/12/1999;31,2;19,6;25,08;76;0;3,1;;7,3;;;;;;;;;;
04/12/1999;31;21;25,24;78,5;0;1,8;;5,9;;;;;;;;;;
05/12/1999;29,1;22,4;24,46;88,5;2,8;2,5;;0;;;;;;;;;;
06/12/1999;29,3;21,4;23,74;88,75;55,2;0,9;;2,4;;;;;;;;;;
07/12/1999;31,8;21;25,96;81,25;59,4;1,6;;7;;;;;;;;;;
08/12/1999;32,2;24;27,2;74;0;2,4;;4,8;;;;;;;;;;
09/12/1999;33,4;23,6;27,4;62,25;0;2,6;;7,6;;;;;;;;;;
10/12/1999;33;22,8;27,28;68,25;0;3,5;;8,8;;;;;;;;;;
11/12/1999;32;22;26,4;66,25;0;4;;6;;;;;;;;;;
12/12/1999;31;21,8;24,48;87,75;0,8;2,9;;0;;;;;;;;;;
13/12/1999;27,9;21,8;24,18;88,25;10,2;1,2;;0;;;;;;;;;;
14/12/1999;33,8;22,9;26,78;81,5;1,4;1,4;;4,4;;;;;;;;;;
15/12/1999;34;23;27,6;81,25;15,8;1,4;;4,9;;;;;;;;;;
16/12/1999;34,4;23,5;28,46;73;0,2;2;;7,6;;;;;;;;;;
17/12/1999;35,4;23,2;28,36;65,75;0;3;;10,6;;;;;;;;;;
18/12/1999;34,2;21;26,56;69,25;0;3,8;;8,5;;;;;;;;;;
19/12/1999;34,4;21,6;27,48;69;0,6;3,2;;8;;;;;;;;;;
20/12/1999;34,2;22,4;27,32;72,75;0;3,2;;7;;;;;;;;;;
21/12/1999;35;23;28,2;69,75;0;4,3;;8,7;;;;;;;;;;
